Mloc,Mvg,Mevg,Mivg,Hn,Hvol,Hpgmlen,Hdiff,Hintell,Heffort,Hb,Htime,Hloc,Hcomm,Hblank,loc+comm,uniOp,uniOpnd,totOp,totOpnd,brnchcnt,defect,predict:vg>10,predict:evg>14.5,predict:ivg>9.2,predict:loc>50
22,4,4,3,98,531.8,0.08,12.75,41.71,6780,0.18,377,0,0,0,0,17,26,59,39,7,FALSE,no,no,no,no
41,8,6,6,187,1113.4,0.07,14.8,75.22,16481,0.37,916,1,9,2,0,19,43,120,67,15,FALSE,no,no,no,no
22,4,3,2,64,310.9,0.07,14.77,21.05,4592,0.1,255,0,0,5,0,16,13,40,24,7,FALSE,no,no,no,no
9,3,3,1,24,91.4,0.1,10,9.14,914,0.03,51,0,0,0,0,10,4,16,8,5,FALSE,no,no,no,no
50,10,10,9,136,733.4,0.09,11.21,65.44,8219,0.24,457,0,0,12,0,13,29,86,50,19,FALSE,no,no,no,no
29,10,10,8,118,640.3,0.05,20.43,31.33,13084,0.21,727,1,0,8,0,20,23,71,47,19,FALSE,no,no,no,no
50,10,10,9,138,757.9,0.1,10.16,74.62,7697,0.25,428,0,0,12,0,13,32,88,50,19,FALSE,no,no,no,no
29,19,1,8,216,1310.3,0.05,18.55,70.63,24307,0.44,1350,8,0,5,0,18,49,115,101,37,FALSE,yes,no,no,no
29,7,5,2,100,508.8,0.04,25.33,20.08,12888,0.17,716,0,9,5,0,19,15,60,40,13,FALSE,no,no,no,no
9,1,1,1,81,366.4,0.05,20.22,18.12,7410,0.12,412,0,2,3,0,14,9,55,26,1,FALSE,no,no,no,no
16,4,4,1,135,675,0.04,24.37,27.7,16448,0.23,914,0,3,4,0,17,15,92,43,7,FALSE,no,no,no,no
9,1,1,1,25,104.3,0.2,5,20.85,521,0.03,29,0,0,0,0,9,9,15,10,1,FALSE,no,no,no,no
6,1,1,1,19,70.3,0.29,3.43,20.51,241,0.02,13,0,0,0,0,6,7,11,8,1,FALSE,no,no,no,no
30,7,3,4,171,955,0.03,30.04,31.79,28688,0.32,1594,0,2,7,0,22,26,100,71,13,FALSE,no,no,no,no
14,2,1,2,20,71.7,0.35,2.86,25.09,205,0.02,11,0,0,2,0,5,7,12,8,3,FALSE,no,no,no,no
56,22,1,12,455,2982.3,0.02,53.98,55.25,160996,0.99,8944,0,1,10,0,35,59,273,182,40,FALSE,yes,no,yes,yes
21,3,1,3,214,1207.8,0.04,26.67,45.29,32208,0.4,1789,1,10,7,0,20,30,134,80,5,FALSE,no,no,no,no
14,1,1,1,80,380.4,0.11,9.5,40.04,3614,0.13,201,3,12,7,0,9,18,42,38,1,FALSE,no,no,no,no
7,1,1,1,8,24,0.5,2,12,48,0.01,3,0,0,1,0,4,4,4,4,1,FALSE,no,no,no,no
16,3,3,1,40,169.9,0.17,5.85,29.05,994,0.06,55,0,0,3,0,9,10,27,13,5,FALSE,no,no,no,no
22,3,1,3,229,1335.7,0.04,25.08,53.25,33505,0.45,1861,1,4,5,0,21,36,143,86,5,FALSE,no,no,no,no
27,4,1,3,75,360.6,0.09,11.7,30.82,4218,0.12,234,0,3,9,0,13,15,48,27,7,FALSE,no,no,no,no
3,1,1,1,12,39.9,0.29,3.5,11.39,140,0.01,8,0,0,0,0,7,3,9,3,1,FALSE,no,no,no,no
7,2,1,1,27,105.5,0.08,12,8.79,1266,0.04,70,0,0,1,0,10,5,15,12,3,FALSE,no,no,no,no
3,1,1,1,14,48.4,0.23,4.38,11.07,212,0.02,12,0,0,0,0,7,4,9,5,1,FALSE,no,no,no,no
7,1,1,1,29,110.4,0.21,4.88,22.65,538,0.04,30,0,0,0,0,6,8,16,13,1,FALSE,no,no,no,no
9,3,1,1,41,171,0.07,14.14,12.09,2418,0.06,134,0,0,1,0,11,7,23,18,5,FALSE,no,no,no,no
11,3,1,1,49,215.2,0.07,14.67,14.67,3157,0.07,175,0,0,1,0,12,9,27,22,5,FALSE,no,no,no,no
4,1,1,1,13,39,0.33,3,13,117,0.01,7,0,0,0,0,4,4,7,6,1,FALSE,no,no,no,no
3,1,1,1,7,19.7,0.4,2.5,7.86,49,0.01,3,0,0,0,0,5,2,5,2,1,FALSE,no,no,no,no
12,3,1,1,51,227.4,0.1,10.42,21.83,2369,0.08,132,0,0,1,0,10,12,26,25,5,FALSE,no,no,no,no
31,4,1,2,141,829.5,0.05,21.52,38.55,17846,0.28,991,1,19,15,0,27,32,90,51,7,TRUE,no,no,no,no
29,5,1,3,111,641.7,0.08,12.33,52.03,7915,0.21,440,4,22,27,0,22,33,74,37,9,TRUE,no,no,no,no
71,10,8,9,211,1251.4,0.04,27.11,46.15,33930,0.42,1885,6,45,30,0,26,35,138,73,19,TRUE,no,no,no,yes
15,2,1,2,74,385.5,0.07,14.25,27.05,5493,0.13,305,0,7,9,0,19,18,47,27,3,TRUE,no,no,no,no
33,6,1,5,172,989.8,0.05,18.46,53.63,18270,0.33,1015,7,30,31,0,19,35,104,68,11,TRUE,no,no,no,no
92,4,1,4,822,6234.8,0.04,26.64,234.02,166114,2.08,9229,7,46,62,0,24,168,449,373,7,TRUE,no,no,no,yes
44,7,1,7,269,1746.3,0.05,22.12,78.96,38620,0.58,2146,6,14,36,0,25,65,154,115,13,TRUE,no,no,no,no
143,13,1,12,695,4996.9,0.04,28.52,175.18,142535,1.67,7919,11,57,93,0,24,122,405,290,25,TRUE,yes,no,yes,yes
196,37,21,26,1177,9135.4,0.01,71.54,127.7,653537,3.05,36308,14,170,155,0,52,165,723,454,71,TRUE,yes,yes,yes,yes
12,1,1,1,37,159.9,0.11,9,17.77,1439,0.05,80,0,1,7,0,12,8,25,12,1,TRUE,no,no,no,no
12,1,1,1,37,159.9,0.11,9,17.77,1439,0.05,80,0,1,7,0,12,8,25,12,1,TRUE,no,no,no,no
133,30,1,26,605,4185.9,0.01,77.46,54.04,324261,1.4,18014,3,91,55,0,50,71,385,220,34,TRUE,yes,no,yes,yes
28,3,1,2,104,557.2,0.07,15.24,36.57,8490,0.19,472,0,11,9,0,20,21,72,32,5,TRUE,no,no,no,no
91,20,9,4,568,3740.3,0.02,51.47,72.67,192513,1.25,10695,20,96,46,0,28,68,318,250,39,TRUE,yes,no,no,yes
41,4,3,3,129,745.8,0.08,13.19,56.52,9840,0.25,547,0,12,1,0,19,36,79,50,7,TRUE,no,no,no,no
149,20,1,18,702,5081.4,0.03,29.58,171.78,150306,1.69,8350,0,62,10,0,32,119,482,220,37,TRUE,yes,no,yes,yes
411,73,30,41,1500,12749.8,0.02,43.41,293.68,553519,4.25,30751,45,339,42,0,48,314,932,568,141,TRUE,yes,yes,yes,yes
121,15,3,12,537,3817.3,0.04,23.26,164.09,88802,1.27,4933,3,29,16,0,24,114,316,221,29,TRUE,yes,no,yes,yes
130,20,9,10,607,4282.6,0.02,51.6,83,220980,1.43,12277,23,65,12,0,38,95,349,258,37,TRUE,yes,no,yes,yes
79,12,4,6,201,1227.8,0.07,13.73,89.42,16859,0.41,937,14,78,2,0,17,52,117,84,23,TRUE,yes,no,no,yes
57,9,1,7,213,1318.4,0.03,29.27,45.05,38588,0.44,2144,6,7,6,0,32,41,138,75,15,TRUE,no,no,no,yes
49,7,1,5,229,1341.5,0.07,13.6,98.6,18250,0.45,1014,6,4,3,0,15,43,151,78,13,TRUE,no,no,no,no
58,10,5,1,187,1038.7,0.03,33.52,30.99,34817,0.35,1934,6,6,9,0,21,26,104,83,19,TRUE,no,no,no,yes
28,3,1,3,148,835.3,0.05,18.67,44.75,15592,0.28,866,2,11,40,0,20,30,92,56,5,TRUE,no,no,no,no
13,3,1,3,38,164.2,0.14,7.33,22.4,1204,0.05,67,2,0,0,0,11,9,26,12,5,TRUE,no,no,no,no
71,8,1,7,307,1993,0.05,21.94,90.85,43721,0.66,2429,6,39,25,0,26,64,199,108,15,TRUE,no,no,no,yes
22,2,1,2,114,575.1,0.06,15.43,37.27,8872,0.19,493,1,19,27,0,12,21,60,54,3,TRUE,no,no,no,no
22,5,5,3,84,440.8,0.08,12.55,35.13,5531,0.15,307,0,17,9,0,17,21,53,31,9,TRUE,no,no,no,no
59,7,1,7,349,2318.7,0.05,22.14,104.75,51325,0.77,2851,16,23,32,0,26,74,223,126,13,TRUE,no,no,no,yes
19,1,1,1,118,561.1,0.08,12,46.76,6733,0.19,374,1,3,10,0,8,19,61,57,1,TRUE,no,no,no,no
89,24,9,19,402,2603.2,0.02,47.6,54.69,123914,0.87,6884,4,62,30,0,34,55,248,154,32,TRUE,yes,no,yes,yes
32,4,1,4,121,648.3,0.05,18.57,34.91,12037,0.22,669,3,24,13,0,19,22,78,43,7,TRUE,no,no,no,no
74,11,11,9,354,2274.9,0.03,36.74,61.92,83581,0.76,4643,7,28,31,0,32,54,230,124,21,TRUE,yes,no,no,yes
32,4,1,4,117,574.1,0.04,22.75,25.24,13061,0.19,726,0,4,17,0,14,16,65,52,5,TRUE,no,no,no,no
107,18,9,10,516,3366.2,0.02,64.92,51.85,218525,1.12,12140,9,73,51,0,37,55,323,193,35,TRUE,yes,no,yes,yes
7,1,1,1,30,122.6,0.18,5.63,21.8,690,0.04,38,0,0,0,0,9,8,20,10,1,TRUE,no,no,no,no
19,3,1,1,85,439.4,0.1,9.64,45.57,4237,0.15,235,2,22,12,0,15,21,58,27,5,TRUE,no,no,no,no
18,3,1,3,60,297.3,0.11,9.47,31.39,2815,0.1,156,3,34,14,0,14,17,37,23,5,TRUE,no,no,no,no
22,3,1,3,81,439.5,0.09,11.08,39.66,4871,0.15,271,3,11,10,0,19,24,53,28,5,TRUE,no,no,no,no
20,3,1,3,64,330.9,0.1,10.5,31.51,3474,0.11,193,2,19,8,0,18,18,43,21,5,TRUE,no,no,no,no
8,1,1,1,24,103.7,0.2,5,20.75,519,0.03,29,0,7,7,0,10,10,14,10,1,TRUE,no,no,no,no
44,8,4,7,159,971.3,0.08,13.06,74.36,12686,0.32,705,2,31,10,0,20,49,95,64,15,TRUE,no,no,no,no
91,18,7,16,591,4176.1,0.05,21.41,195.05,89412,1.39,4967,4,18,4,0,22,112,373,218,35,TRUE,yes,no,yes,yes
47,3,1,3,256,1563.8,0.04,28,55.85,43786,0.52,2433,2,13,2,0,23,46,144,112,5,TRUE,no,no,no,no
24,4,3,3,107,587.6,0.05,19.13,30.72,11242,0.2,625,1,7,4,0,22,23,67,40,7,TRUE,no,no,no,no
82,11,3,10,475,3155.8,0.02,44.71,70.59,141084,1.05,7838,9,59,35,0,32,68,285,190,21,TRUE,yes,no,yes,yes
10,2,1,1,32,150.4,0.15,6.5,23.14,978,0.05,54,1,12,4,0,13,13,19,13,3,TRUE,no,no,no,no
28,6,5,5,104,564.3,0.06,16.09,35.08,9078,0.19,504,2,7,0,0,20,23,67,37,11,TRUE,no,no,no,no
