ID;Category;Condition;Title;Availability;Color;Price;
mgz888rs;Apparel & Accessories > Shoes;new;Flats;out of stock;blue;105.99;
acc888us;Home > Appliances;used;Coffee maker;out of stock;violet;105.99;
xyz101co;Apparel & Accessories > Clothing ;used;Jacket;in stock;violet;129.99;
elc456ch;Home > Appliances;refurbished;Ice maker;pre-order;green;35.99;
itm789pt;Apparel & Accessories > Shoes;new;Boots;pre-order;blue;9.99;
abc342rs;Miscellaneous;new;Tablet;out of stock;orange;59.99;
mvs124ch;Home > Electronics;refurbished;Remote;in stock;orange;19.99;
klm101uk;Miscellaneous;refurbished;Phone;out of stock;blue;39.99;
kid234sm;Apparel & Accessories > Clothing ;new;Shirt;in stock;red;89.99;
mns999ww;Media > Music;new;Country;out of stock;orange;79.99;
abc101uk;Media > DVDs & Movies;new;Animation;out of stock;green;9.99;
inr889uk;Miscellaneous;used;Phone;pre-order;black;29.99;
jpu555in;Home > Appliances;new;Ice maker;in stock;magenta;100.5;
dvd222ww;Media > Music;refurbished;Country;in stock;blue;79.99;
mgz123pt;Apparel & Accessories > Shoes;used;Flats;out of stock;white;29.99;
dvd444us;Media > DVDs & Movies;used;Animation;in stock;violet;89.99;
dvd888rs;Home > Appliances;used;Ice maker;pre-order;black;149.99;
itm342ch;Media > Music;refurbished;Pop;in stock;orange;130.99;
misc234in;Home > Electronics;new;TV;pre-order;blue;9.99;
abc444us;Miscellaneous;new;Table;out of stock;orange;35.99;
elc888uk;Media > DVDs & Movies;new;Science Fiction;out of stock;yellow;24.99;
xyz333uk;Home > Appliances;refurbished;Rice cooker;out of stock;orange;89.99;
kid889co;Apparel & Accessories > Shoes;refurbished;Sneakers;out of stock;yellow;100.5;
cdh342uk;Miscellaneous;refurbished;Table;in stock;blue;29.99;
misc888us;Apparel & Accessories > Shoes;used;Sneakers;in stock;orange;99.99;
bks101us;Apparel & Accessories > Shoes;used;Flats;in stock;magenta;89.99;
mvs101bg;Apparel & Accessories > Clothing ;refurbished;Jacket;pre-order;red;9.99;
cdh101pt;Home > Appliances;new;Ice maker;out of stock;blue;29.99;
med666ww;Media > Music;refurbished;Pop;in stock;blue;69.99;
bks888ww;Home > Appliances;refurbished;Ice maker;pre-order;yellow;89.99;
med444rs;Media > DVDs & Movies;used;Action;out of stock;yellow;24.99;
sho333bg;Miscellaneous;used;Chair;out of stock;black;49.99;
acc555uk;Home > Appliances;new;Frying Pans;out of stock;black;105.99;
abc999bg;Media > Music;used;Jazz;out of stock;yellow;39.99;
klm123ch;Apparel & Accessories > Shoes;new;Running;out of stock;red;102.25;
inr222us;Apparel & Accessories > Clothing ;refurbished;Jeans;pre-order;violet;19.99;
klm333us;Apparel & Accessories > Clothing ;new;Jeans;out of stock;orange;89.99;
misc345co;Home > Appliances;refurbished;Juice Mixer;out of stock;red;59.99;
mns444ch;Apparel & Accessories > Shoes;used;Boots;in stock;yellow;130.99;
mvs342sm;Apparel & Accessories > Clothing ;new;Jacket;out of stock;yellow;39.99;
klm888co;Miscellaneous;new;Phone;in stock;orange;59.99;
dvd333co;Media > DVDs & Movies;new;Animation;out of stock;blue;59.99;
itm567bg;Miscellaneous;new;Table;out of stock;green;79.99;
jpu678pt;Media > DVDs & Movies;refurbished;Action;in stock;white;69.99;
bks123us;Home > Electronics;new;Streaming Device;in stock;black;19.99;
jpu889bg;Home > Appliances;new;Coffee maker;in stock;violet;100.5;
misc123co;Media > Music;refurbished;Rock;in stock;white;69.99;
kid456us;Home > Appliances;used;Coffee maker;out of stock;blue;129.99;
itm889in;Media > DVDs & Movies;new;Action;in stock;green;99.99;
mgz111ch;Home > Electronics;used;TV;in stock;blue;102.25;
acc999rs;Miscellaneous;new;Sunglasses;pre-order;yellow;149.99;
klm789sm;Home > Electronics;refurbished;Remote;pre-order;black;105.99;
inr342uk;Apparel & Accessories > Clothing ;new;Jacket;in stock;blue;79.99;
clo333pt;Apparel & Accessories > Shoes;used;Boots;out of stock;black;129.99;
acc444rs;Home > Appliances;used;Ice maker;in stock;yellow;24.99;
kid789co;Home > Appliances;used;Rice cooker;pre-order;blue;89.99;
mgz555bg;Media > Music;refurbished;Country;out of stock;violet;25.99;
inr222uk;Miscellaneous;new;Tablet;pre-order;yellow;100.5;
jpu111uk;Miscellaneous;new;Table;out of stock;yellow;105.99;
acc777sm;Media > Music;refurbished;Jazz;out of stock;blue;49.99;
cdh555uk;Home > Appliances;new;Rice cooker;pre-order;blue;24.99;
jpu456in;Apparel & Accessories > Shoes;refurbished;Flats;pre-order;green;25.99;
med888us;Apparel & Accessories > Clothing ;new;Shirt;in stock;red;24.99;
misc888bg;Miscellaneous;refurbished;Phone;in stock;blue;100.5;
mgz889co;Media > Music;new;Hip Hop;in stock;magenta;101.99;
jpu444in;Media > Music;used;Hip Hop;out of stock;violet;130.99;
sho345co;Home > Electronics;refurbished;Remote;in stock;orange;35.99;
dvd999co;Media > DVDs & Movies;refurbished;Documentary;out of stock;blue;149.99;
xyz234bg;Home > Electronics;refurbished;Microwave;out of stock;black;29.99;
jpu555us;Media > DVDs & Movies;new;Comedy;pre-order;white;105.99;
misc444bg;Apparel & Accessories > Shoes;refurbished;Flats;in stock;yellow;39.99;
mgz678ch;Home > Appliances;refurbished;Juice Mixer;in stock;yellow;130.99;
mns666us;Apparel & Accessories > Shoes;used;Sandals;in stock;violet;105.99;
mvs123co;Home > Electronics;new;Streaming Device;in stock;black;35.99;
dvd333us;Media > Music;new;Rock;in stock;white;101.99;
bks333pt;Miscellaneous;refurbished;Sunglasses;out of stock;black;89.99;
mns444in;Apparel & Accessories > Clothing ;refurbished;Dress;in stock;yellow;149.99;
abc111rs;Media > DVDs & Movies;new;Science Fiction;in stock;blue;79.99;
abc333bg;Miscellaneous;refurbished;Phone;pre-order;magenta;149.99;
bks999us;Apparel & Accessories > Shoes;new;Running;in stock;black;49.99;
elc678bg;Home > Appliances;refurbished;Rice cooker;in stock;black;79.99;
clo101rs;Home > Appliances;used;Rice cooker;out of stock;red;102.25;
itm345ww;Miscellaneous;refurbished;Tablet;out of stock;yellow;149.99;
abc999rs;Apparel & Accessories > Shoes;refurbished;Boots;in stock;red;105.99;
itm222co;Home > Electronics;new;Streaming Device;out of stock;red;149.99;
mgz789in;Apparel & Accessories > Shoes;used;Running;out of stock;red;24.99;
mgz888in;Home > Appliances;new;Frying Pans;pre-order;violet;129.99;
jpu777rs;Home > Electronics;used;TV;pre-order;yellow;59.99;
elc111sm;Home > Electronics;new;Microwave;pre-order;green;79.99;
jpu889ww;Home > Electronics;new;HDMI;in stock;blue;130.99;
jpu777co;Media > DVDs & Movies;new;Comedy;in stock;blue;49.99;
xyz555co;Media > Music;refurbished;Hip Hop;out of stock;orange;25.99;
inr666bg;Miscellaneous;refurbished;Table;pre-order;magenta;102.25;
mgz666ww;Apparel & Accessories > Clothing ;refurbished;Jeans;in stock;green;129.99;
sho444uk;Media > Music;new;Country;out of stock;violet;19.99;
dvd777co;Apparel & Accessories > Clothing ;used;Shirt;pre-order;magenta;39.99;
inr777uk;Home > Appliances;refurbished;Frying Pans;pre-order;red;102.25;
abc124sm;Media > DVDs & Movies;refurbished;Comedy;out of stock;blue;69.99;
bks567pt;Apparel & Accessories > Clothing ;refurbished;Shirt;out of stock;blue;89.99;
wmn111ww;Media > Music;new;Country;pre-order;orange;39.99;
jpu567sm;Apparel & Accessories > Shoes;used;Flats;in stock;white;35.99;
cdh889ww;Miscellaneous;refurbished;Sunglasses;pre-order;blue;35.99;
mgz444bg;Apparel & Accessories > Shoes;used;Sneakers;out of stock;violet;101.99;
inr101co;Home > Electronics;refurbished;TV;out of stock;white;99.99;
mgz124sm;Media > DVDs & Movies;used;Documentary;in stock;red;129.99;
inr888ww;Apparel & Accessories > Shoes;refurbished;Flats;in stock;orange;69.99;
xyz124co;Home > Electronics;new;HDMI;in stock;yellow;69.99;
bks789sm;Miscellaneous;refurbished;Tablet;out of stock;violet;69.99;
dvd444uk;Miscellaneous;used;Chair;in stock;white;25.99;
kid234pt;Home > Appliances;used;Juice Mixer;out of stock;magenta;29.99;
xyz222sm;Miscellaneous;new;Tablet;in stock;red;35.99;
mvs789rs;Home > Electronics;new;TV;in stock;green;35.99;
inr999in;Media > Music;new;Rock;pre-order;magenta;102.25;
cdh444rs;Apparel & Accessories > Shoes;used;Boots;in stock;magenta;35.99;
xyz342in;Home > Appliances;refurbished;Frying Pans;in stock;white;99.99;
dvd567sm;Apparel & Accessories > Clothing ;used;Jeans;in stock;magenta;24.99;
med234bg;Apparel & Accessories > Shoes;refurbished;Boots;out of stock;yellow;49.99;
kid555co;Apparel & Accessories > Clothing ;new;T-Shirt;in stock;violet;39.99;
kid666in;Home > Electronics;new;TV;in stock;violet;69.99;
klm333co;Home > Electronics;used;Remote;pre-order;blue;19.99;
klm999uk;Apparel & Accessories > Clothing ;used;T-Shirt;in stock;blue;19.99;
mns234us;Apparel & Accessories > Shoes;refurbished;Boots;out of stock;green;59.99;
wmn123ww;Apparel & Accessories > Shoes;used;Running;pre-order;white;102.25;
xyz666co;Media > DVDs & Movies;new;Comedy;pre-order;red;9.99;
med342us;Home > Appliances;new;Coffee maker;in stock;orange;79.99;
wmn789ww;Media > Music;refurbished;Rock;in stock;blue;105.99;
mgz678pt;Home > Appliances;used;Juice Mixer;pre-order;black;130.99;
abc111us;Home > Electronics;refurbished;TV;in stock;white;101.99;
kid111co;Home > Appliances;new;Coffee maker;in stock;blue;130.99;
kid678ch;Home > Appliances;refurbished;Coffee maker;in stock;violet;19.99;
mgz999in;Apparel & Accessories > Shoes;used;Running;in stock;blue;39.99;
mns555in;Apparel & Accessories > Shoes;refurbished;Running;in stock;magenta;99.99;
cdh333rs;Apparel & Accessories > Shoes;used;Sneakers;pre-order;blue;102.25;
mns889sm;Media > Music;refurbished;Country;pre-order;magenta;105.99;
clo345rs;Media > Music;used;Pop;in stock;white;105.99;
med666rs;Media > Music;new;Pop;in stock;white;59.99;
inr124ch;Media > DVDs & Movies;new;Action;out of stock;orange;89.99;
dvd342pt;Home > Electronics;used;Streaming Device;in stock;yellow;89.99;
mgz456uk;Apparel & Accessories > Clothing ;new;Shirt;out of stock;blue;19.99;
dvd999uk;Media > Music;refurbished;Jazz;in stock;green;101.99;
med456in;Home > Appliances;used;Coffee maker;in stock;red;25.99;
xyz234bg;Media > DVDs & Movies;used;Science Fiction;in stock;green;130.99;
inr333us;Home > Electronics;used;Streaming Device;out of stock;green;39.99;
itm234us;Apparel & Accessories > Shoes;used;Sneakers;in stock;yellow;25.99;
misc567pt;Apparel & Accessories > Shoes;refurbished;Sandals;pre-order;blue;102.25;
abc342bg;Apparel & Accessories > Shoes;used;Running;in stock;white;79.99;
sho124us;Apparel & Accessories > Clothing ;used;Jeans;pre-order;blue;102.25;
klm234co;Miscellaneous;refurbished;Tablet;in stock;black;100.5;
mns234bg;Home > Electronics;new;HDMI;in stock;blue;102.25;
dvd345us;Apparel & Accessories > Clothing ;refurbished;Shirt;pre-order;orange;129.99;
itm889us;Media > Music;used;Hip Hop;pre-order;magenta;79.99;
inr777ww;Apparel & Accessories > Clothing ;refurbished;Dress;out of stock;blue;35.99;
elc555bg;Miscellaneous;refurbished;Phone;out of stock;orange;102.25;
mgz124ww;Apparel & Accessories > Clothing ;new;Jeans;in stock;magenta;129.99;
mns111bg;Apparel & Accessories > Clothing ;refurbished;Shirt;in stock;red;69.99;
kid101in;Miscellaneous;used;Sunglasses;in stock;magenta;100.5;
sho777us;Media > DVDs & Movies;new;Animation;out of stock;orange;9.99;
clo444uk;Media > DVDs & Movies;new;Science Fiction;out of stock;blue;102.25;
sho444ch;Home > Appliances;refurbished;Juice Mixer;pre-order;blue;100.5;
sho777bg;Miscellaneous;used;Table;in stock;violet;35.99;
klm567bg;Media > DVDs & Movies;refurbished;Animation;pre-order;red;59.99;
kid124sm;Apparel & Accessories > Clothing ;used;Shirt;in stock;black;24.99;
acc789co;Miscellaneous;refurbished;Table;pre-order;violet;19.99;
mgz889uk;Home > Electronics;refurbished;Streaming Device;pre-order;blue;101.99;
itm567in;Apparel & Accessories > Shoes;refurbished;Running;out of stock;yellow;19.99;
klm555in;Home > Appliances;new;Coffee maker;pre-order;blue;101.99;
misc345ww;Media > Music;used;Pop;pre-order;blue;9.99;
jpu555ww;Media > DVDs & Movies;used;Action;out of stock;yellow;149.99;
elc555pt;Apparel & Accessories > Shoes;new;Sneakers;out of stock;magenta;89.99;
mns444bg;Media > DVDs & Movies;refurbished;Comedy;in stock;green;100.5;
jpu777uk;Home > Electronics;refurbished;HDMI;out of stock;orange;29.99;
itm567ch;Miscellaneous;new;Chair;pre-order;blue;9.99;
sho999ww;Apparel & Accessories > Shoes;new;Flats;out of stock;blue;89.99;
bks234co;Miscellaneous;used;Table;pre-order;magenta;89.99;
wmn789ch;Miscellaneous;used;Table;in stock;violet;129.99;
med222ww;Apparel & Accessories > Clothing ;refurbished;Jacket;pre-order;white;105.99;
sho888in;Media > Music;used;Rock;in stock;orange;105.99;
abc101ww;Apparel & Accessories > Clothing ;refurbished;Shirt;in stock;green;24.99;
abc678bg;Apparel & Accessories > Shoes;used;Boots;pre-order;white;149.99;
elc345pt;Apparel & Accessories > Shoes;new;Boots;in stock;blue;25.99;
misc234sm;Media > DVDs & Movies;new;Animation;pre-order;blue;149.99;
acc789in;Home > Appliances;used;Ice maker;out of stock;black;25.99;
clo123ww;Home > Electronics;refurbished;TV;in stock;blue;101.99;
klm567sm;Home > Appliances;refurbished;Coffee maker;out of stock;violet;89.99;
clo123bg;Apparel & Accessories > Shoes;used;Boots;out of stock;blue;105.99;
abc889rs;Miscellaneous;new;Chair;pre-order;magenta;24.99;
cdh444bg;Apparel & Accessories > Shoes;refurbished;Sandals;in stock;green;89.99;
mns567co;Apparel & Accessories > Clothing ;refurbished;Jeans;pre-order;green;130.99;
jpu999co;Home > Appliances;used;Juice Mixer;out of stock;magenta;129.99;
elc777pt;Media > DVDs & Movies;new;Comedy;in stock;yellow;101.99;
misc444bg;Apparel & Accessories > Shoes;new;Running;pre-order;orange;102.25;
inr101sm;Apparel & Accessories > Clothing ;new;Dress;in stock;green;59.99;
wmn555co;Miscellaneous;new;Sunglasses;out of stock;blue;101.99;
jpu888in;Home > Electronics;refurbished;Remote;in stock;magenta;99.99;
mvs111us;Apparel & Accessories > Clothing ;new;T-Shirt;in stock;white;69.99;
kid111ww;Apparel & Accessories > Clothing ;refurbished;Dress;pre-order;red;100.5;
cdh666ww;Media > Music;used;Country;in stock;black;79.99;
bks777sm;Miscellaneous;new;Table;in stock;yellow;149.99;
mvs567sm;Miscellaneous;new;Sunglasses;out of stock;blue;49.99;
itm101co;Media > DVDs & Movies;used;Science Fiction;in stock;blue;99.99;
sho888rs;Apparel & Accessories > Clothing ;new;Jacket;out of stock;black;130.99;
jpu124bg;Apparel & Accessories > Clothing ;new;T-Shirt;in stock;red;130.99;
med234us;Home > Electronics;new;HDMI;in stock;white;102.25;
xyz111uk;Apparel & Accessories > Clothing ;refurbished;T-Shirt;pre-order;violet;101.99;
cdh789ch;Media > Music;used;Country;in stock;blue;89.99;
bks101ww;Media > Music;used;Jazz;in stock;red;105.99;
kid888co;Media > DVDs & Movies;new;Animation;in stock;black;29.99;
mgz888in;Miscellaneous;used;Tablet;in stock;red;35.99;
itm666us;Media > DVDs & Movies;refurbished;Documentary;pre-order;blue;129.99;
mvs124rs;Home > Electronics;refurbished;Streaming Device;in stock;green;149.99;
mns456us;Apparel & Accessories > Clothing ;new;Dress;out of stock;orange;89.99;
kid456in;Miscellaneous;used;Tablet;in stock;red;101.99;
xyz342in;Media > Music;new;Rock;in stock;blue;24.99;
cdh456ch;Home > Appliances;refurbished;Frying Pans;pre-order;blue;9.99;
klm222bg;Apparel & Accessories > Shoes;refurbished;Sneakers;pre-order;orange;149.99;
acc444bg;Apparel & Accessories > Shoes;used;Flats;out of stock;red;101.99;
bks666us;Miscellaneous;refurbished;Tablet;pre-order;black;25.99;
itm444rs;Media > DVDs & Movies;used;Documentary;pre-order;orange;19.99;
jpu999rs;Home > Appliances;used;Juice Mixer;pre-order;red;25.99;
abc567co;Media > Music;used;Country;in stock;orange;129.99;
kid123ch;Miscellaneous;new;Tablet;out of stock;violet;99.99;
jpu567co;Media > Music;new;Jazz;pre-order;black;105.99;
kid444sm;Miscellaneous;used;Phone;out of stock;blue;29.99;
dvd333pt;Miscellaneous;used;Phone;in stock;blue;79.99;
cdh124ch;Media > DVDs & Movies;refurbished;Science Fiction;in stock;black;79.99;
inr789ch;Home > Appliances;used;Ice maker;pre-order;black;39.99;
mgz666co;Home > Appliances;new;Ice maker;pre-order;red;149.99;
klm111in;Apparel & Accessories > Shoes;used;Sneakers;pre-order;white;69.99;
klm678ch;Apparel & Accessories > Clothing ;new;Jeans;pre-order;blue;130.99;
klm444ch;Media > Music;refurbished;Pop;out of stock;yellow;89.99;
elc555sm;Home > Appliances;refurbished;Coffee maker;out of stock;orange;79.99;
misc456pt;Media > DVDs & Movies;refurbished;Comedy;in stock;white;79.99;
elc456uk;Apparel & Accessories > Clothing ;used;T-Shirt;pre-order;magenta;49.99;
sho222rs;Media > DVDs & Movies;refurbished;Documentary;in stock;black;69.99;
mvs666uk;Apparel & Accessories > Shoes;new;Running;in stock;magenta;59.99;
med666uk;Media > Music;refurbished;Rock;pre-order;magenta;25.99;
itm678pt;Home > Appliances;refurbished;Frying Pans;out of stock;white;24.99;
klm889rs;Apparel & Accessories > Shoes;used;Sandals;out of stock;white;102.25;
clo678ww;Miscellaneous;used;Chair;pre-order;violet;99.9;
