"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"586",586,"20","RL",71,9187,NA,"Reg","Bnk","Corner","Gtl","Mitchel","Norm","1Fam","1Story",6,5,1983,1983,"Gable","VinylSd","VinylSd","None",0,"Avg","AboveAvg","PConc","Avg","Avg","No","ALQ",336,"Unf",0,748,1084,"GasA","Avg","Y","SBrkr",1080,0,0,1080,0,0,1,1,3,1,"Avg",5,"Typ",0,NA,"Attchd",1983,"Unf",2,484,"Avg","Avg","Y",120,0,158,0,NA,NA,NA,0,6,2007,"WD",134000
"587",587,"120","RM",32,4500,NA,"Reg","Lvl","other","Gtl","Mitchel","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",116,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",897,"Unf",0,319,1216,"GasA","AboveAvg","Y","SBrkr",1216,0,0,1216,1,0,2,0,2,1,"Avg",5,"Typ",0,NA,"Attchd",1998,"Unf",2,402,"Avg","Avg","Y",0,125,0,0,NA,NA,NA,0,5,2006,"WD",164000
"588",588,"50","RL",70,11767,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",352,"Unf",0,416,768,"GasA","AboveAvg","Y","SBrkr",768,432,0,1200,0,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Detchd",1946,"Unf",1,240,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2008,"WD",130500
"589",589,"120","RL",NA,4928,NA,"IR1","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","ALQ",120,"Unf",0,958,1078,"GasA","Avg","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,"Avg",5,"Typ",1,"Avg","Attchd",1977,"RFn",2,440,"Avg","Avg","Y",0,205,0,0,NA,NA,NA,0,2,2007,"WD",128000
"590",590,"20","RL",115,16905,NA,"Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story",5,6,1959,1959,"Gable","VinylSd","VinylSd","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","Gd","BLQ",967,"Unf",0,383,1350,"GasA","AboveAvg","Y","SBrkr",1328,0,0,1328,0,1,1,1,2,1,"Avg",5,"Typ",2,"AboveAvg","Attchd",1959,"RFn",1,308,"Avg","Avg","P",0,104,0,0,NA,NA,NA,0,7,2007,"WD",170000
"591",591,"60","RL",80,9200,NA,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",473,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",986,"Unf",0,484,1470,"GasA","AboveAvg","Y","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1998,"Fin",3,696,"Avg","Avg","Y",0,66,0,0,NA,NA,NA,0,6,2008,"WD",315000
"592",592,"60","RL",122,11911,NA,"IR2","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,684,684,"GasA","AboveAvg","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"AboveAvg",6,"Typ",1,"AboveAvg","BuiltIn",2005,"Fin",2,400,"Avg","Avg","Y",100,38,0,0,NA,NA,NA,0,3,2009,"WD",174000
"593",593,"20","RL",124,16158,NA,"IR1","Low","Inside","Mod","other","Norm","1Fam","1Story",7,5,2005,2005,"Hip","VinylSd","VinylSd","Stone",16,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","ALQ",1274,"Unf",0,256,1530,"GasA","AboveAvg","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2005,"Fin",2,430,"Avg","Avg","Y",168,36,0,0,NA,NA,NA,0,6,2009,"WD",260000
"594",594,"120","RL",43,3182,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",11,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",16,"Unf",0,1129,1145,"GasA","AboveAvg","Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"AboveAvg",5,"Typ",1,"AboveAvg","Attchd",2005,"Fin",2,397,"Avg","Avg","Y",100,16,0,0,NA,NA,NA,0,9,2009,"WD",160200
"595",595,"60","RL",41,12393,NA,"IR2","Lvl","other","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,847,847,"GasA","AboveAvg","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"AboveAvg",8,"Typ",1,"AboveAvg","BuiltIn",2004,"Fin",2,434,"Avg","Avg","Y",100,48,0,0,NA,NA,NA,0,9,2006,"WD",195000
"596",596,"60","FV",85,10574,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","Unf",0,"Unf",0,1082,1082,"GasA","AboveAvg","Y","SBrkr",1082,871,0,1953,0,0,2,1,3,1,"AboveAvg",9,"Typ",1,"AboveAvg","Attchd",2005,"RFn",3,1043,"Avg","Avg","Y",160,50,0,0,NA,NA,NA,0,5,2009,"WD",252000
"597",597,"20","RM",60,6000,"Pave","Reg","Bnk","Inside","Mod","OldTown","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","MetalSd","MetalSd","None",0,"BelowAvg","Avg","CBlock","BelowAvg","Avg","No","Unf",0,"Unf",0,936,936,"GasA","Avg","N","SBrkr",936,0,0,936,0,0,1,0,2,1,"Avg",4,"Min2",0,NA,"Detchd",1974,"Unf",2,576,"Avg","Avg","Y",0,32,112,0,NA,NA,NA,0,2,2009,"WD",93000
"598",598,"20","RL",NA,9156,NA,"IR1","Lvl","Inside","Gtl","NWAmes","PosN","1Fam","1Story",6,7,1968,1968,"Hip","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1489,1489,"GasA","AboveAvg","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",1968,"RFn",2,462,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,8,2009,"WD",185750
"599",599,"30","RL",51,5900,NA,"IR1","Bnk","Inside","Gtl","BrkSide","Norm","1Fam","1Story",4,7,1923,1958,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,440,440,"GasA","Avg","Y","FuseA",869,0,0,869,0,0,1,0,2,1,"BelowAvg",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,NA,NA,NA,0,8,2006,"WD",85500
"600",600,"60","RL",NA,11170,NA,"IR2","Lvl","Corner","Gtl","Timber","Norm","1Fam","2Story",7,5,1990,1991,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","other","AboveAvg","Avg","No","LwQ",1216,"Unf",0,0,1216,"GasA","AboveAvg","Y","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"Avg",8,"Typ",0,NA,"Attchd",1990,"Fin",2,693,"Avg","Avg","Y",0,0,0,0,NA,"GdPrv",NA,0,4,2006,"WD",250000
"601",601,"80","RL",NA,12095,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","MetalSd","HdBoard","BrkFace",115,"Avg","AboveAvg","CBlock","Avg","Avg","Gd","Rec",564,"Unf",0,563,1127,"GasA","Avg","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"Avg",7,"Typ",1,"BelowAvg","Attchd",1964,"RFn",2,645,"Avg","Avg","Y",180,0,0,0,NA,"MnPrv",NA,0,8,2009,"WD",158000
"602",602,"20","RL",72,8872,NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,8,1965,2008,"Gable","VinylSd","VinylSd","BrkFace",300,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",595,"Unf",0,317,912,"GasA","AboveAvg","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"AboveAvg",5,"Typ",0,NA,"Detchd",1992,"Unf",2,576,"Avg","Avg","Y",0,240,0,0,NA,NA,NA,0,12,2008,"WD",147000
"603",603,"20","RL",NA,13265,NA,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CemntBd","CmentBd","BrkFace",148,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",1218,"Unf",0,350,1568,"GasA","AboveAvg","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"AboveAvg",7,"Typ",2,"AboveAvg","Attchd",2002,"RFn",3,857,"Avg","Avg","Y",150,59,0,0,NA,NA,NA,0,7,2008,"WD",271000
"604",604,"85","RL",68,7838,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","Av","ALQ",769,"Unf",0,95,864,"GasA","Avg","Y","SBrkr",900,0,0,900,1,0,1,0,3,1,"Avg",6,"Typ",1,"BelowAvg","Attchd",1967,"RFn",1,288,"Avg","Avg","Y",175,144,0,0,NA,"MnWw",NA,0,12,2006,"WD",123000
"605",605,"90","RL",100,25000,NA,"Reg","Low","Inside","Gtl","Mitchel","Norm","Duplex","1Story",5,4,1967,1967,"Gable","HdBoard","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","Av","Unf",0,"Unf",0,1632,1632,"GasA","Avg","Y","SBrkr",1632,0,0,1632,0,0,2,0,4,2,"Avg",8,"Typ",0,NA,"Attchd",1967,"Unf",2,576,"Avg","Avg","P",0,0,0,0,NA,NA,NA,0,6,2007,"WD",143000
"606",606,"60","RL",97,13478,NA,"IR1","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CemntBd","CmentBd","Stone",420,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",1338,"Unf",0,384,1722,"GasA","AboveAvg","Y","SBrkr",1728,568,0,2296,1,0,2,1,3,1,"AboveAvg",10,"Typ",1,"AboveAvg","BuiltIn",2008,"RFn",3,842,"Avg","Avg","Y",382,274,0,0,NA,NA,NA,0,6,2009,"other",451950
"607",607,"120","RL",62,12677,NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","MetalSd","MetalSd","BrkFace",472,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",1218,"Unf",0,300,1518,"GasA","AboveAvg","Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",2003,"RFn",2,588,"Avg","Avg","Y",185,140,0,0,NA,NA,NA,0,4,2008,"WD",274000
"608",608,"120","RL",NA,3696,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",8,5,1986,1986,"Gable","HdBoard","HdBoard","None",0,"AboveAvg","Avg","CBlock","AboveAvg","Avg","No","Unf",0,"Unf",0,1074,1074,"GasA","AboveAvg","Y","SBrkr",1088,0,0,1088,0,0,1,1,2,1,"AboveAvg",5,"Typ",0,NA,"Attchd",1987,"RFn",2,461,"Avg","Avg","Y",0,74,137,0,NA,NA,NA,0,10,2007,"WD",170000
"609",609,"20","RL",43,3182,NA,"Reg","Lvl","Inside","Gtl","other","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","BrkFace",16,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1266,1266,"GasA","AboveAvg","Y","SBrkr",1266,0,0,1266,0,0,2,0,2,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",2007,"Fin",2,388,"Avg","Avg","Y",100,16,0,0,NA,NA,NA,0,3,2008,"WD",159895
"610",610,"50","RL",70,11767,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","2Story",4,7,1910,2000,"Gable","MetalSd","HdBoard","None",0,"Avg","Avg","CBlock","BelowAvg","Avg","No","Unf",0,"Unf",0,560,560,"GasA","AboveAvg","N","SBrkr",796,550,0,1346,0,0,1,1,2,1,"Avg",6,"Min2",0,NA,"Detchd",1950,"Unf",1,384,"BelowAvg","Avg","Y",168,24,0,0,NA,"GdWo",NA,0,5,2007,"WD",112000
"611",611,"20","RL",89,13214,NA,"IR1","HLS","Inside","Gtl","Timber","Norm","1Fam","1Story",9,5,2008,2009,"Hip","other","CmentBd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","Unf",0,"Unf",0,2002,2002,"GasA","AboveAvg","Y","SBrkr",2018,0,0,2018,0,0,2,0,3,1,"AboveAvg",10,"Typ",1,"AboveAvg","Attchd",2009,"Fin",3,746,"Avg","Avg","Y",144,76,0,0,NA,NA,NA,0,5,2010,"WD",378500
"612",612,"60","RL",65,14006,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",144,"AboveAvg","Avg","PConc","AboveAvg","Avg",NA,"Unf",0,"Unf",0,936,936,"GasA","AboveAvg","Y","SBrkr",936,840,0,1776,0,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2002,"RFn",2,474,"Avg","Avg","Y",144,96,0,0,NA,NA,NA,0,2,2006,"WD",192500
"613",613,"20","RL",77,8335,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"GasA","AboveAvg","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"Avg",5,"Min2",1,"AboveAvg",NA,NA,NA,0,0,NA,NA,"N",0,36,190,0,NA,NA,NA,0,4,2006,"WD",93000
"614",614,"30","RM",51,6120,NA,"Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1931,1993,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","BLQ",209,"Unf",0,506,715,"GasA","Avg","Y","FuseA",875,0,0,875,1,0,1,0,2,1,"Avg",5,"Typ",0,NA,"Detchd",1931,"Unf",1,180,"BelowAvg","Avg","Y",48,0,0,0,NA,NA,NA,0,11,2009,"WD",105000
"615",615,"50","RM",50,8600,NA,"Reg","Bnk","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,780,780,"GasA","Avg","Y","SBrkr",780,596,0,1376,0,0,2,0,3,1,"Avg",7,"Typ",1,"AboveAvg","Detchd",1937,"Unf",1,198,"Avg","Avg","N",0,0,0,0,NA,NA,NA,0,6,2006,"WD",119500
"616",616,"20","RL",70,10552,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",1018,"Unf",0,380,1398,"GasA","AboveAvg","Y","SBrkr",1700,0,0,1700,0,1,1,1,4,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",1959,"RFn",2,447,"Avg","Avg","Y",0,38,0,0,NA,NA,NA,0,4,2010,"WD",165500
"617",617,"30","RM",30,5232,"Grvl","IR3","Bnk","Inside","Gtl","OldTown","Artery","1Fam","1Story",5,5,1925,2004,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","BelowAvg","Avg","No","Unf",0,"Unf",0,680,680,"GasA","AboveAvg","N","FuseP",764,0,0,764,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1965,"Unf",2,504,"Avg","Avg","N",0,0,0,0,NA,NA,NA,0,6,2008,"WD",73000
"618",618,"60","RM",60,3378,"Grvl","Reg","HLS","Inside","Gtl","OldTown","Norm","1Fam","2Story",7,8,1946,1992,"Gable","HdBoard","HdBoard","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,651,651,"GasA","AboveAvg","Y","SBrkr",707,682,0,1389,0,0,1,1,3,1,"Avg",6,"Typ",2,"AboveAvg","Detchd",1947,"Unf",1,240,"Avg","Avg","P",0,0,126,0,NA,NA,NA,0,9,2009,"WD",135000
"619",619,"20","RL",NA,11250,NA,"IR1","Lvl","Inside","Gtl","other","Norm","1Fam","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"AboveAvg","Avg","CBlock","AboveAvg","Avg","No","ALQ",767,"Unf",0,441,1208,"GasA","Avg","Y","SBrkr",1208,0,0,1208,1,0,1,1,3,1,"Avg",6,"Typ",1,"Avg","Attchd",1977,"RFn",2,546,"Avg","Avg","Y",198,42,0,0,NA,NA,NA,0,6,2006,"WD",165000
"620",620,"50","RM",52,6240,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","other","other","None",0,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"GasA","AboveAvg","N","SBrkr",672,240,0,912,0,0,1,0,2,1,"Avg",3,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,NA,NA,NA,0,7,2006,"WD",80500
"621",621,"60","RL",NA,12224,NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",695,"Unf",0,297,992,"GasA","AboveAvg","Y","SBrkr",1022,1032,0,2054,1,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","BuiltIn",2000,"RFn",2,390,"Avg","Avg","Y",24,48,0,0,NA,NA,NA,0,7,2009,"WD",244000
"622",622,"20","RL",78,7800,NA,"Reg","Bnk","Inside","Mod","Edwards","Norm","1Fam","2Story",5,8,1948,2002,"Gable","MetalSd","MetalSd","None",0,"Avg","AboveAvg","CBlock","Avg","AboveAvg","No","GLQ",603,"Unf",0,293,896,"GasA","AboveAvg","Y","SBrkr",1112,896,0,2008,1,0,3,0,3,1,"AboveAvg",8,"Typ",0,NA,"Attchd",1948,"Unf",1,230,"Avg","Avg","Y",103,0,0,0,NA,NA,NA,0,8,2006,"WD",225000
"623",623,"20","RL",71,8197,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",148,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,660,660,"GasA","AboveAvg","Y","SBrkr",1285,0,0,1285,0,0,1,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1977,"RFn",2,528,"Avg","Avg","Y",138,0,0,0,NA,"MnPrv",NA,0,4,2007,"WD",143500
"624",624,"30","RM",40,5400,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story",6,7,1926,2004,"Gable","MetalSd","MetalSd","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","Mn","LwQ",370,"Unf",0,779,1149,"GasA","AboveAvg","Y","FuseA",1149,467,0,1616,0,0,2,0,3,1,"AboveAvg",5,"Typ",0,NA,"Detchd",1926,"Unf",1,216,"Avg","Avg","Y",0,0,183,0,NA,NA,NA,0,10,2007,"WD",152000
"625",625,"60","RL",80,10240,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",178,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","Unf",0,"Unf",0,1030,1030,"GasA","AboveAvg","Y","SBrkr",1038,1060,0,2098,0,0,2,1,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2005,"RFn",3,878,"Avg","Avg","Y",192,52,0,0,NA,NA,NA,0,3,2006,"WD",275500
"626",626,"120","RM",NA,4426,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",147,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",697,"Unf",0,151,848,"GasA","AboveAvg","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"AboveAvg",3,"Typ",1,"Avg","Attchd",2004,"RFn",2,420,"Avg","Avg","Y",149,0,0,0,NA,NA,NA,0,5,2008,"WD",149300
"627",627,"20","RL",65,8125,NA,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1994,1998,"Gable","HdBoard","HdBoard","BrkFace",258,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",1138,"Unf",0,270,1408,"GasA","AboveAvg","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"BelowAvg","Attchd",1994,"RFn",2,575,"Avg","Avg","Y",224,42,0,0,NA,NA,NA,0,10,2008,"WD",193500
"628",628,"20","RL",73,8688,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",228,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1616,1616,"GasA","AboveAvg","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2005,"RFn",3,834,"Avg","Avg","Y",208,59,0,0,NA,NA,NA,0,4,2006,"WD",232000
"629",629,"30","RL",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,6,1920,1950,"Hip","other","other","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Rec",821,"Unf",0,299,1120,"GasA","AboveAvg","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"Avg",5,"Typ",1,"AboveAvg","Detchd",1970,"Unf",2,720,"Avg","Avg","Y",229,0,0,0,NA,NA,NA,0,6,2006,"WD",120000
"630",630,"60","RL",NA,8880,NA,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1994,2002,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",695,"Unf",0,253,948,"GasA","AboveAvg","Y","SBrkr",1222,888,0,2110,1,0,2,1,3,1,"AboveAvg",8,"Typ",2,"BelowAvg","Attchd",1994,"RFn",2,463,"Avg","Avg","Y",0,130,0,0,NA,NA,NA,0,5,2010,"WD",205000
"631",631,"30","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,4,1920,1950,"Hip","MetalSd","MetalSd","None",0,"Avg","Avg","PConc","Avg","Avg","No","ALQ",250,"Unf",0,710,960,"GasA","AboveAvg","Y","FuseA",960,0,0,960,0,0,1,0,2,1,"BelowAvg",5,"Typ",0,NA,"Detchd",1997,"Unf",1,308,"Avg","Avg","Y",0,0,168,0,NA,NA,NA,0,7,2007,"WD",108500
"632",632,"20","RL",64,6762,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",24,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",686,"Unf",0,501,1187,"GasA","AboveAvg","Y","SBrkr",1208,0,0,1208,1,0,2,0,2,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2006,"RFn",2,632,"Avg","Avg","Y",105,61,0,0,NA,NA,NA,0,2,2010,"WD",206000
"633",633,"20","RL",76,9591,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",262,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1088,"Unf",0,625,1713,"GasA","AboveAvg","Y","SBrkr",1713,0,0,1713,1,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2004,"Fin",3,856,"Avg","Avg","Y",0,26,170,0,NA,NA,NA,0,1,2009,"WD",274900
"634",634,"160","RM",21,1477,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","SFoyer",4,4,1970,1970,"Gable","CemntBd","CmentBd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Av","GLQ",509,"Unf",0,121,630,"GasA","Avg","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"Avg",3,"Typ",0,NA,"Attchd",1970,"Unf",1,286,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,4,2009,"WD",80000
"635",635,"75","RM",60,7200,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","Avg","BelowAvg","No","Unf",0,"Unf",0,530,530,"GasA","Avg","N","SBrkr",581,530,0,1111,0,0,1,0,3,1,"BelowAvg",6,"Typ",0,NA,"Detchd",1935,"Unf",1,288,"Avg","Avg","N",0,0,144,0,NA,NA,NA,0,3,2007,"WD",101000
"636",636,"60","FV",66,7399,"Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,1997,1998,"Hip","VinylSd","VinylSd","BrkFace",1600,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","BLQ",649,"Unf",0,326,975,"GasA","AboveAvg","Y","SBrkr",975,975,0,1950,0,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","Detchd",1997,"RFn",2,576,"Avg","Avg","Y",0,10,198,0,NA,NA,NA,0,6,2007,"WD",239000
"637",637,"60","RL",62,7917,NA,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1999,2000,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,953,953,"GasA","AboveAvg","Y","SBrkr",953,694,0,1647,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1999,"RFn",2,460,"Avg","Avg","Y",0,40,0,0,NA,NA,NA,0,8,2007,"WD",175000
